address,amount
0xb1ad64854136d039c16bbf7411a4396a1ddc8c28,233167127
0x0f228805c03a693aa964a791e0b2e2c6e6c6513f,236564696
0x0404b120a4006ec07f008905b7dc6a141edddb5a,228444686
0x4e0ba2530cc0509432ffcbca10ba4faa2cf40356,228394540
0x83771c4d62f6b1d3cd30ee42f6d1cd5c77f2215a,227637354
0xb81d739df194fa589e244c7ff5a15e5c04978d0d,225037861
0x062890e9c5382eddc6ad403f5aea5d36b1db1f16,220813226
0xbd9d982684273d7d33c96d0bcf2b0be97025ee46,206208316
0xac000bed37bc896bf85b55f2f949549bb387dda4,200590761
0xae360c861680b142aec9e01554d7190c461d34ea,198522436
0x8e91249e90c1f6fff97a57d1fc83b9f9b5dbb0db,190755793
0x9c1f7f263f90c98bcb92427a12dc01c17516d605,190530387
0xd7e5be843e2fbef77167ce36a5fd559491caca02,190408835
0x1a3e9e9c49d1098aea1f2f8c4c348fb4a8b5c357,188772606
0xe857a030e2850f141df444aa28c4254dc4f2fab3,188250999
0x66c0d9152209b51977047b9dc3b0b5bf2339b67c,188171761
0x47c7901b7eb9db736da98b957ca3a7f8e6c984e1,187918993
0x96ac059c9d2a62f4817557305984cff363e2b185,179807730
0x6415a12867ff9c118dd8c4a7fdf41ff0ac879c20,182826097
0x6533b5fcb6c16e0753bfd50a0114df72499944a4,176602000
0x9ad92f7f5ef6f4bff83c2e10298a927f0ad7952a,171556708
0x89bbad3738c5efd5d1edc28869fcc605ee35c81b,169308852
0x0129ba41a907ac27f7683d291576f2e74362c421,164101321
0x368955efb1bf001683cb5f7ab223380caf0b86e5,161600697
0x51c020d4d9179272f94041caed631b440ce9930b,159695324
0xd1fac893dfd9cef60371c074673caf31d536cce7,152952773
0xd31f6bcad59e7f4d6f00bcc9c786981d7b10abfb,155091690
0x791f63560082783ce68f7ed329d93e85d6e88bb2,148438955
0x1ab0f0daae291916bd2ce46f6aa920192693649b,151810485
0xce65a2b43efccd13d7a7adf2ffb0c72acde0b2f1,148105118
0x847b8e45c2c0cf58b682dc07d054ecff70838046,145520374
0xdd839203d23d6359cd85d93a327975f525253e99,145303410
0x9a419bea898efc68cca42270884a534245d194f0,144849445
0xade8c147ad7891bcb8da14b5334ab42f74af4a5c,142774102
0x1125917201ed36700f86c3cecec8c5dafae280d1,138299852
0xc45972a217e93fb3c8bea13e89149b291eb94eb2,137545515
0x69953ef6729c6a49f4c5e7346dab5ce6519b323a,139807103
0x3f5fc40d7c5a6f9e1ed13af4274c8d14e49e32b2,132768249
0x24f5fed80e616b9b672e14ab9dc6e1fa1ee70e6a,127761508
0xe052b423cbc4e0103ecc7fafb0ec6c0a911df40c,123277697
0x385bae68690c1b86e2f1ad75253d080c14fa6e16,122183317
0x706568707620a44a2463ace5edac48fdc864e9c5,118581194
0x4a401ee7fef089cd20d183fe2510d7bd38294728,118144215
0xb888f9f40f6007c06681306bba976f5e25691e1b,118503685
0xc9bf640588211d86fc68975284ca8fe6028e08ee,117174847
0xa529dbf959fc80f9db66d990b47eb33e26c416a0,117160607
0xae2bafae93b171e7f270d451743bf44a1666a103,116386740
0x870aa098d943382d13b491b50c6b93876eba1eea,115194712
0xc426304f0479165dcb6b86a54f4ce3962ccfb170,110989607
0xe7a4a501c0ebfd9f7efdb66724480abce55e1d65,110573989
0xd5a2ec9468a5de6e5f3f7d787b53994182775c1b,112979405
0x2cb97dfdcb93ea3d4534739ff34fdb2665cc98a7,110624034
0x8e91249e90c1f6fff97a57d1fc83b9f9b5dbb0db,109637781
0xbd3087f59def87ffcad5a320bb7655c1071be8ea,109867154
0xa0f84a85c8dbb1be4b5c293dd6a92b55af916e3d,107228601
0x3021338c74f10cef1ece6404ac1498c2559f7a5c,106150903
0xe791c14b4f875bc5ffcd7254291855295c001a02,105595424
0x9ded9016126e3e02fcce0dbd696c72a00113360f,105211745
0x66c0d9152209b51977047b9dc3b0b5bf2339b67c,105144306
0xe497285e466227f4e8648209e34b465daa1f90a0,104907711
0x7a921b0365b4571bee00ba5a1dbb422b11f13f9e,102564750
0xe3ddb630ed70f7ba07a505796c4b7c727182d680,102362433
0xab36dddb80468f84c179776cbf61f4903b2b4cab,97332836
0x9d1b457d6f672b2b54598c80175e91a2dcd075df,99018967
0xb57290dc180bac1580d9832833d8a33065294974,96464789
0xeef135f47bf8a4fd020a05d65611e245dea9ef05,96431507
0x87afaa198117496bce792b6a5de3b33ba7cac73f,96732581
0x13908d3fab410220fcc549353e34bd29f7f6d308,95907743
0x01a6803f2f9f975e25c5219e23272fc45ed89213,94246217
0x009994eaf678d11b17151455cae0c87e0b2b6825,94013874
0x8c11e3af9c1d8718c40c51d4ff0958afcf77fd71,94143005
0x416af050bdd31eb3cf2dec83b0399b84783038b9,93464294
0x76367403b12e901c5349d652971b7cd636d7ee50,92273182
0xe6ff466b9e9259dcd31a9847dc11872d6b066f20,92281197
0x089bf34290ff2767fbd1cda881566c76415a9c00,92195500
0xe37b6b1ebb51176c7dad3ac79e41522c5dcce166,91845154
0x9c1f7f263f90c98bcb92427a12dc01c17516d605,89363246
0x6922941256d84a75bbc951dcfe9b053201e93360,87477057
0x1a18a2abd2c0aea840d5d39dfe65776f27bfdeab,87248712
0xe857a030e2850f141df444aa28c4254dc4f2fab3,86458173
0x22bf900bdfd4cdf0af25e142bf0d12f383c6ba75,85023386
0xab36dddb80468f84c179776cbf61f4903b2b4cab,83748082
0x4e75784f570a77a0f76174371a5bfd8a7f9710f2,82860057
0x2a725dc028628eb5facccee3dd127c2624a73d84,81094444
0x48cbfca50ec34141d9720d74704ce17d4fc78968,79695675
0x1995669ee851602fa4fad2c84274b3fef4a9325f,75661507
0xa87702d428f35b7beda44233afbd370da72ab94a,75991600
0x37c2b07bb1f603444b3605e727e6c188c07f7488,75155960
0x04526c8eb172cee7814aef2ae02046b71fdf9125,76520827
0x188b2d6ac1a8752ea4ef4adb582646f074096aee,74315784
0x791f63560082783ce68f7ed329d93e85d6e88bb2,71948359
0xdaf81c3603c83f952376f5829a360a5822f5b5da,70254314
0x8f4973646c18059fda3672d7b7dd505e911b40d8,69366371
0x4f545eac62b68765d84a19d6a6e532b21c536d20,69675999
0x635187ca2c18ca7fcf87bb36a0bb7f9ffa4da21a,67154095
0xe77b9bfb0130b86e7822ae3bd4365035e3a1edea,67426810
0xa182dd254f6d72294d650c57d9b035660fb13a1e,66360546
0x426cf75cadbbfd304ffe6b08455fd2916f62e0bb,65555380
0xb4fa663bef568753c86aa63d6aa3bcc6a5df4237,66068850
0x7a4e47a4e99e7d5eb9bb5a619e4475d1dc7b3ab9,63936179
0x26f9178dcb4b0132d155dd0a83e55d3d835d474d,63824188
0xbb20d477d4f22d7169ad4c5bd67984362be8bad0,62740561
0xf673ac2adc392ffcdfffac35a4364928d8e8fc09,62417557
0x860b7abd16672b33bab84679526227adb283ed8f,63784264
0x803c7e4ce098472b062107cf73936fa5f123b095,61755935
0xda0af84f53454850cae989e1f1adc89501f3c4eb,62329398
0xdd71840303c0db7a999a005b496456226b354580,60712496
0x8d4b2b5e38694c2d7a2763244a3c593af932c3be,60633462
0x8d7a429b0b6284806bcd50809c52ba60e849a0f4,60487141
0x2308baa3100bbb2a94233eafbdcb8f6b8d593308,60428491
0x47f568ec98148667ec6cbd8430591003aa42e732,57802439
0x49f4d0222c880d4780b636662f5f18f572f2f88a,57950448
0x50811cfdde85c4729a6bb5e854754b67171a06d0,57791178
0xcf9342d3ee1abb61a788549e41af85505997e9c2,56372504
0xe87c09608c6306cb72977ddf65bcbc8200cc9a96,57219943
0x028e6415395875ccaef4dedb52802ddab4754a5c,57197911
0x37c2b07bb1f603444b3605e727e6c188c07f7488,55212039
0x99b7bd917e6db523f898b0eccf4bacea853e0f8b,55186294
0x8c61b706f93741151630dd6c5fdb7f848092409a,53762126
0x7f8617413a1d82cbf02c24e0a74bd3546a32b9fc,52779209
0x3a5d01b7376c44c26ab8cf5935b22a4eeb948e93,50343298
0x46537463cc9764db02f88a9b944ad8e37762f0f4,51038619
0xf922393931d2ed1160bc995e40fdac8c60fb7845,49743632
0x50fa50fa2032d85eb2dda303929bf56886aa9afb,50061103
0xd8bc0f7888b26e1c71ff43b487e8c76871d80eb6,47884408
0x1e059c2cc43ac48c8547d8d330774b6ee723ff95,47013187
0x0ca014593be6f939fd759320173206572a489702,46962837
0x10f24fbc2a4addf445adf143beb5e4236319f50b,46886437
0xae84788b8ab8a114d416f057f5090f09db7d7f82,46777691
0x127231e38d6928b28fb7a07db1cef862a3171a53,46698402
0xe7c7c82ffc1fb3a85061f233805e39c15b39780b,46564145
0x1e059c2cc43ac48c8547d8d330774b6ee723ff95,46386770
0xfb7f5f4c31c524ab6beccfc93de9484d3ad1ebcc,44831275
0xb7a27855274b6b11b5029fc6cf6c7ea98cfe9848,44778189
0xe3145648c5a39072f9982ae5294a4ad79ed85f0c,44638408
0xe14a13b8eb93b6569a748ea57a1a97025fc82be9,43764858
0x103d18dd40a4cf28430a0eb78b3296a3b307f14e,43099757
0x04526c8eb172cee7814aef2ae02046b71fdf9125,44036037
0x4c651e3050e5184acfdbb474115f0bb16cb4ba8e,41989439
0x639ce4406734fc12764392cdfb1ef9b7141efa41,41710042
0xcdc93f039805bc5920c55ca31b5f785de40c52c5,41867124
0x9d591c38f52b3064a4c150f1a2443b057c8d7580,41781498
0x062890e9c5382eddc6ad403f5aea5d36b1db1f16,41390750
0xe87c09608c6306cb72977ddf65bcbc8200cc9a96,42087861
0xc693b4ffb338579467a541b2bf267b1955870920,40989902
0x402e4e550d44c3e43eac9bd037d4277b7a8bd7b7,40820481
0xea8b83fab533057b8baf956a3bbbd531189d163e,41125125
0x009994eaf678d11b17151455cae0c87e0b2b6825,40101684
0x2b908a85f1d49400bfc58700501ec0d827782e48,39727048
0x5866d07a1b9ac4fb62c732e27528206c4ab78847,40533017
0x3d16900bf24332f0cac46c9b18ef5173b1c3ba92,38305820
0x7617452156f474836604c1a79c79c0627be5fe74,37804291
0xfc4a9198517c9726cc0154e29fb77c681d804337,38624297
0xab12253171a0d73df64b115cd43fe0a32feb9daa,37482142
0xab98e6106d522665f44ac8a4666e65888861b90b,37542867
0xfd562886e23b572ba7bbeee4b23570759e1aa8fd,36291324
0x952815ea349a0c10db5d854a16a27d768e85053e,35991664
0x8371ff8bb82d7d4b5fa542b8372e6f60c83ad888,36305463
0xa92b00a0d6bb17dd04228d18d91065f756f3648b,35595230
0x52fbfc5741d70ffa9bc6fbc8a06aa3c570e4657c,35083143
0xccdf3a72ce978d7e501c86408f15897278608117,34898638
0xd96a1769fdcb59df2f5a18f91ddf6cccd7002516,34758176
0xb990682ba6a673ce47748db563e8650a1c73757b,33955818
0xba49e7424d1a68e8aa38085f2bc651e1cc3a5090,33585790
0x08a32229a91b073e6fcf25b68d7b4484a43ff976,33144417
0x50811cfdde85c4729a6bb5e854754b67171a06d0,33874292
0x41a7540ec8cb3afafe16a834abe0863f22016ec0,32897376
0x64535d0cbeeab04a7c2c5b09dfb0f22e57171279,32825634
0x4f58d8112a0bcacdaab5531319aca88b61305c20,32850169
0xd9ee7c16d2072dde47889e7aafa0d4f90b34d945,31878624
0x63712c2f30f48ff20beb3837578071b70cea9f07,32618517
0x8e5169ed1d65ec5fd4d18d10c08d16d6e0313f1d,31682523
0x42225b0c8c3f0c7c4d5b21a008a899e9a4992788,30607958
0x934e81ff6a3e00cb0f9cca7f9610b6493e2ec89c,30412162
0x7a4e47a4e99e7d5eb9bb5a619e4475d1dc7b3ab9,30388136
0x94076dabe197081b1a981be19b0b55cb456a71d6,29919839
0xc7f6c42304e9718f8cd80af848aa2f2d2ff0a9e2,29145402
0x6445111a11cef4225f8bc67c56ebd9777dbfe305,29112385
0xc2fb45222575cee0426865194fc849d6736a61a0,28323209
0xa8d32f7ec770ed713d8704cd5be829a46a125642,28111535
0xcb1d177d7cb3a4985cf783fbd6cc42169f47b272,28690776
0x1c18e6c53cbe0bc603988869ca6fb1ec60bc7360,28578754
0xf2d462b62e8314d578570dba45f05f9c7ada41ff,28012615
0x225c4cfc17d5ee7bf3e682396b12c0f6a7709d7d,27720400
0x1c2ed7a6c4e3c1146103fa222181115a72243a06,28346980
0x2754178a3ca7987eddf56e7b98e8084986748b00,27053530
0x8c2b7a12e0a0b40f9c11e3bb80fd2e3e011076ba,27240416
0x9652ba3dadf1f498c8aac39a197df95a7605e337,26749466
0x3730f0dae72100cf020f02fde7730b814a37e63e,26425872
0x444e5197611a5d9434b669131197675442ede4ba,25381833
0xc53539fd4d109840dbfe8c759ba7fc2e7200709b,25092985
0xca80546da1293b31ce97e2ffa0876d6357484886,24777732
0x379ba48732165e5d0753cdcde1c5b73151efd507,24604294
0x432fd5976115e1c203eb2dea66cff7a845048c6a,24492669
0xa96dfd5942c1d8c39f0e08b2bc055f412950e828,24375673
0x4049d8f3f83365555e55e3594993fbeb30ccdc35,24320227
0x70936cc88dafeb0ef6d5a77b664e77cc21ccbd6f,24701047
0x1b95b8a82966615a084397932bcbf514e2be6f20,24093458
0xdda0bba4035e29ef29e4f7592027e2b861293408,24071701
0x69afdba4d3404c07e35d57d345b5147b2ffef1e3,24029915
0x64dedb34d0e1ccc8d4732d816a4602580e7cceff,23604186
0x717c05bb13b3b50c0996ca3067c7bf93528353a4,23504310
0x5a333c5aaed62aa473e404169f9f8f989be5dbfd,23489876
0x583ff17b8da2de83d7c245662407675b66e99406,23472971
0xc851ed6f7b9e0b0bc20998c9fd6a133fe978ac1b,23456818
0x09ecf3f9423d2c60869eece947ec8199f788d1f8,23431144
0x274146130d8dde2061b6f2817daa815f2e5469db,23404749
0xd01e12aeb10bc56c31bcb89cab4bdfdfd771025b,23322754
0x09f44fe6ad938bae7495e0b4939f83b4bff0feb8,23303652
0xbea2413f8a5aeabb4d3aa625c465caacca0425fe,23297040
0xc155efbeb10ad1debedcd4f05dc0e669e5ba7e25,23213042
0xd1a0b66835d830e9ada42eef436f3aa8005b20b5,23424258
0x809aef7f5d8d1dc63b9b453bf2ebaa6fccf2a912,22638978
0xfda9a805ffc6d0125a97fcbbac77dfdf1ab055af,22456812
0xa03f98b6deeeada1beeca737cc777989c42c1f71,22400166
0x63fb20f27df9f1c822bcb13f5caf7b0aa5da39f3,22227114
0xa253830b32abc65df439f5c5412dc1d942afd094,22347100
0x8262267b55ab184f6b303e7e1ef260dc5165b5bf,22096865
0x1c8bf1d0c78653ec49d621a83716d11deff355ba,22138630
0x98dbb153a69cb91e0e0c8a5753377a3dff05fa40,22038011
0xa4ef5f159312acd5bedd2ded98646f46317946fe,21904018
0x2b1ab5bdd236b301bc5f6f2f707ec14d11f1852c,21681430
0x060d2ed5c447e194e7a107d2009847e1e475da06,21665836
0xeacda2ec70b828072e4dfe045be2ae603e9d744b,22065902
0x52fbfc5741d70ffa9bc6fbc8a06aa3c570e4657c,21200540
0xd33147b7d1e50a89cc9f1b1ceedad4ed00715ae7,21147118
0xd946b3a3694864358dca0cd641d72263e032a0c8,20739383
0x2c13cb719daec5813492346db6366150d93b9deb,20277799
0x96abbc6117c7da3cffe153039fdeb67f3cd5f437,20267129
0x809aef7f5d8d1dc63b9b453bf2ebaa6fccf2a912,20113830
0x4c22f965d196f7542d0b52ea2f91757c5480311d,19915227
0x4bc40616d00a041c9408da235e14d96110b78376,19740812
0xbbb07414f5156c2e169dc6bbf0c953916a9fe1d2,19794569
0xd1d8d0bdc381c46c698767b26dc4727fb32e72d8,19549023
0x1341ceec4b59a5a004de508ddb0e9cb2a90c8078,19413657
0xd6bc331abf6321a947a3110959b6a60b6c598a99,17996478
0x021410caa55a742ec5803f083ee003934ab21618,17959025
0x401c0f82117b3262b79a7697bf98bbd7c0d4e36c,18098175
0x9efef33a1d398c89096c22d1dac1db5a0f88e172,17929212
0x3e9c43f09834250b7623058b3369c9209221280b,18322828
0xf032ef6d2bc2dbaf66371cfec4b1b49f4786a250,17732114
0x7f5d7e00d82dfeb7e83a0d4285cb21b31feab2b4,17640263
0x14f13f150a810e70a168bf377a452b9c741a0641,17598945
0x8619efbae559a270870753ba94462b590871e425,17525434
0x29ccc63ede1a0ad108be56ece9ad76bc3d0d64cb,17697784
0xcb56587fabbc84876bb522bd0ad88eb868c4119d,17257541
0xd02364b9ee5f21c5cf4e346c093e8ccde32f57c0,17351863
0x860b7abd16672b33bab84679526227adb283ed8f,17091985
0x94003c45a74dbe132d45d15a0993caebf55aeb61,16583641
0xffd6de72f88fc0aa124f630040dc842e8bb39cbd,16301945
0x77453cb0c6c27356d4596eecba8b3396c5b669ee,16276170
0x29af28d93dd186abc9c4e9064f9be87e062a692a,15733334
0x45e04f1d23b8fa82f930a1629eb7c185f2bbed05,15505934
0x32cf8e7884b904e93961e046564bfd90dd7bc7e8,15567666
0x10452b381e74763589fbb4d298efc044a3c9ea4d,15529563
0x8cf270b04b785002791bb393041c95e2bab58f9f,15336330
0xcfca2216c1bbb2604fd224b5ea05fb9584e962bf,15299752
0x0ccc13afc640770224a374440af22e655b1d8c18,14955001
0x58dd7f87f7d94920550ca53e3f4a8e5c54b28664,14871837
0x6dabd3e8493c63d80d49a14ee985b5bc19fc55d4,15060075
0x1bbb7d3e65ee6f8be2b06723d63680f90452f2f1,14546534
0xda13ffd2f3c286620d8c705fed1e9aedac7b7256,14659166
0xe9eab2fb4794f1aa5a9d329e91c5b0070621563c,14630125
0xb6966c0b2a0762f00a9341b8ed74f8e3f9cfab03,14159529
0x4e0ba2530cc0509432ffcbca10ba4faa2cf40356,14119432
0x8770dbd97a61c39a7c4c5ed256076135d64a242a,14407873
0xf138664c5ff5b21121dee9effd685c809da3dc94,14052614
0x56223d10f9d9595d8b0023ca5ef34a252411790e,13873805
0x1e0349d3bcdc33d92701ad4eb6c074706eb1dd54,14163517
0x293233bbf144499ef02bdb96e8ec0ac0d6260473,13819254
0xbe8eb72d33d76008bb4964189e86f56378acc518,13769341
0xade2369ea30113152ba8c9aaab2d8a7949a33c9c,13835111
0xd6bc331abf6321a947a3110959b6a60b6c598a99,13083663
0x0da1863867b986bd44230d47aa328bcce59aa6a4,12882689
0xc47c4c896afe31e0c37ecdb54df7836313b6504c,12810226
0x7971c76cdd31414a0e0c7fe1cfb37ce744eb87d7,12682611
0x70a6da5b4e4caa303ced298ac3a213c396c04195,12683252
0x2999cb7dbb6fe7a39f9b880ec71c7db1a3b906c8,12045015
0x9a220cbb0f6d646246705afc05d44db2030ef16d,11955890
0x0030b9f1925408d79be83c7cecfffdbacb638e9b,11991694
0xe7f9cc13a1096df8b6bb6481323ef6fed3caa9ed,11850663
0x22b908c2fea7a1e6043ffcdbc77d660d4d326961,12043998
0x90c91f1f57261d59a734919a82da708cfe432f68,11657186
0xd1a2db15a41e882b64983ecb74b3954bf5ef6f47,11347517
0xda540380512e10871d8aab53b2bb66831b95ff55,11495791
0xa5580d01b6d1862f966aa54bccdc18954eff4616,11209181
0x39919d87f1abb80bc441abb5f832335199b9ad79,11149687
0xfd42e5d79567997552986fc8d96434e8a2ad9fb6,11067855
0xd1673b469c7e5ebef39900c45ca1f17d1a6b3227,11041958
0x684dc924470d0ee0fde2761ea9b5a4d0df13ad5f,11208927
0xde6d22b7b9ff1b05ad580e073bfc6fcc00ceb561,10965232
0xfec8e6e95aca68df76f45176c3e39e530308d6f0,11049353
0x9ffaa816a11a5e36ba911f157cc8d0734cc4ca2d,11021930
0x73c7eac9e322adc945a35da3649e221cb4c9e27d,10994649
0x2582886f65ea71ecd3cffd12089c55fb9c75e9db,10827181
0xb0f8b4b366265cb4c3964e1d7af4d2751f2c28c5,10593566
0x29af28d93dd186abc9c4e9064f9be87e062a692a,10539158
0xcb07add17956994f09f934893f65bd6a08bbe195,10533167
0xc7f6c42304e9718f8cd80af848aa2f2d2ff0a9e2,10456492
0x0436bfa5fe3653bdcf9053459b6f2e9ffc093306,10313162
0x31dddf4e2ac81403fa9b993cfbe4ca535a1656b5,10124644
0xd90cfb6fc6ffafffe551bb99fa6bb7be6349d334,10129160
0x2a0ff176e1891f66ae8193ea49c8931a5428f616,9764750
0x54acabc64ec944037f5669bdcf4b535a32a9ed2d,9654339
0x4b07109559f80c4e2ddf5d3bf38eabfddfcdeb6b,9564148
0x2754178a3ca7987eddf56e7b98e8084986748b00,9450216
0x3caa37c9c1c7cbc2259bc4cb28d180afd87a736b,9597876
0xe39850266d9647e68763a9e951f141043461ccac,9334931
0x6445111a11cef4225f8bc67c56ebd9777dbfe305,9316303
0x4869a476d9fc7f191d0249851600b93b44ac9a1e,9151166
0x3967d78660bcbc95c625d58a40c42ce10bd905d6,9223175
0x72cb40a11781ff0149abb55a1adebe2407575030,9052827
0xc766545ef68b49e5c70f4e04c52a9caf27b9a9a6,8947479
0x18a7d83f4060fa15be0cf6e404e4071b62038ed2,8915044
0xece1477d3c350a42486d2dc802f6243e99409a41,8871387
0xa4fea54f4dd3d8aab135cf93bca9219f9275066f,8519219
0x0bcd590a7bc197eab00bc00c19035d89bf8b0d9f,8427293
0xea99d544a53abf60f58fe858ae6b2ee8a9e5a624,8121351
0xeb469fecf7678837f09c2e83c9c31c8601c26b5e,7894668
0x9199162a33aa642fb8a74997fabecca1e6096995,8032028
0xcb1d177d7cb3a4985cf783fbd6cc42169f47b272,8011337
0xd9b49a81ee72af3c026a2c144c9ffd678a78c8b1,7796957
0xeed1a716e101d3a2bf1728ec421a8b4227f3b653,7753955
0xab5f78a1f7d69776727e9ff5256a597952899726,7872328
0x62fa348c4bf5c1ca166cc64dccdab0db0e35753e,7715063
